TicketID,Date,MemberID,Desc,Price,Type
205880,11/04/2013,,Banana,1,Snack
205883,11/04/2013,,Banana,1,Snack
205935,18/04/2013,,Banana,1,Snack
205949,25/04/2013,,Banana,1,Snack
205952,25/04/2013,990619,Banana,1,Snack
205955,25/04/2013,,Banana,1,Snack
206003,25/04/2013,,Banana,1,Snack
206050,02/05/2013,,Banana,1,Snack
206054,02/05/2013,991932,Banana,1,Snack
206068,02/05/2013,,Banana,1,Snack
206091,02/05/2013,,Banana,1,Snack
206117,09/05/2013,,Banana,1,Snack
206147,09/05/2013,,Banana,1,Snack
206211,16/05/2013,,Banana,1,Snack
206214,16/05/2013,,Banana,1,Snack
206295,23/05/2013,990451,Banana,1,Snack
206296,23/05/2013,996689,Banana,1,Snack
206305,23/05/2013,990742,Banana,1,Snack
206320,30/05/2013,,Banana,1,Snack
206324,30/05/2013,,Banana,1,Snack
206354,30/05/2013,,Banana,1,Snack
206414,06/06/2013,996643,Banana,1,Snack
206437,06/06/2013,,Banana,1,Snack
206439,06/06/2013,,Banana,1,Snack
206470,13/06/2013,,Banana,1,Snack
206473,13/06/2013,,Banana,1,Snack
206477,13/06/2013,,Banana,1,Snack
206477,13/06/2013,,Banana,1,Snack
206479,13/06/2013,995322,Banana,1,Snack
206492,13/06/2013,,Banana,1,Snack
206502,13/06/2013,998317,Banana,1,Snack
206503,13/06/2013,,Banana,1,Snack
206507,13/06/2013,,Banana,1,Snack
206523,13/06/2013,,Banana,1,Snack
206565,20/06/2013,,Banana,1,Snack
206592,20/06/2013,,Banana,1,Snack
206601,20/06/2013,,Banana,1,Snack
206628,27/06/2013,,Banana,1,Snack
206637,27/06/2013,994921,Banana,1,Snack
206644,27/06/2013,996007,Banana,1,Snack
206705,04/07/2013,,Banana,1,Snack
206752,04/07/2013,,Banana,1,Snack
206752,04/07/2013,,Banana,1,Snack
206770,11/07/2013,,Banana,1,Snack
206770,11/07/2013,,Banana,1,Snack
206784,11/07/2013,,Banana,1,Snack
206792,11/07/2013,,Banana,1,Snack
206792,11/07/2013,,Banana,1,Snack
206804,11/07/2013,,Banana,1,Snack
206818,11/07/2013,,Banana,1,Snack
206831,11/07/2013,996501,Banana,1,Snack
206887,18/07/2013,,Banana,1,Snack
206909,25/07/2013,990697,Banana,1,Snack
206909,25/07/2013,990697,Banana,1,Snack
206912,25/07/2013,,Banana,1,Snack
206934,25/07/2013,992995,Banana,1,Snack
206955,25/07/2013,993968,Banana,1,Snack
206974,01/08/2013,,Banana,1,Snack
206998,01/08/2013,,Banana,1,Snack
207038,08/08/2013,,Banana,1,Snack
207101,08/08/2013,999809,Banana,1,Snack
207102,08/08/2013,,Banana,1,Snack
207115,15/08/2013,,Banana,1,Snack
207118,15/08/2013,,Banana,1,Snack
207126,15/08/2013,,Banana,1,Snack
207128,15/08/2013,,Banana,1,Snack
207134,15/08/2013,,Banana,1,Snack
207149,15/08/2013,,Banana,1,Snack
207186,22/08/2013,,Banana,1,Snack
207219,22/08/2013,,Banana,1,Snack
207222,22/08/2013,,Banana,1,Snack
207250,22/08/2013,994249,Banana,1,Snack
207262,29/08/2013,,Banana,1,Snack
207265,29/08/2013,,Banana,1,Snack
207271,29/08/2013,999809,Banana,1,Snack
207298,29/08/2013,,Banana,1,Snack
207307,29/08/2013,,Banana,1,Snack
207345,05/09/2013,,Banana,1,Snack
207351,05/09/2013,,Banana,1,Snack
207359,05/09/2013,,Banana,1,Snack
207359,05/09/2013,,Banana,1,Snack
207377,05/09/2013,,Banana,1,Snack
207390,05/09/2013,990409,Banana,1,Snack
207390,05/09/2013,990409,Banana,1,Snack
207397,12/09/2013,,Banana,1,Snack
207397,12/09/2013,,Banana,1,Snack
207397,12/09/2013,,Banana,1,Snack
207401,12/09/2013,,Banana,1,Snack
207410,12/09/2013,997028,Banana,1,Snack
207440,12/09/2013,,Banana,1,Snack
207447,12/09/2013,,Banana,1,Snack
207495,19/09/2013,,Banana,1,Snack
207495,19/09/2013,,Banana,1,Snack
207508,19/09/2013,,Banana,1,Snack
207513,19/09/2013,,Banana,1,Snack
207519,19/09/2013,998236,Banana,1,Snack
207528,19/09/2013,990409,Banana,1,Snack
207545,19/09/2013,,Banana,1,Snack
207545,19/09/2013,,Banana,1,Snack
207562,26/09/2013,,Banana,1,Snack
207567,26/09/2013,998540,Banana,1,Snack
207573,26/09/2013,993495,Banana,1,Snack
207586,26/09/2013,,Banana,1,Snack
207592,26/09/2013,,Banana,1,Snack
207597,26/09/2013,,Banana,1,Snack
207613,26/09/2013,,Banana,1,Snack
207613,26/09/2013,,Banana,1,Snack
207615,26/09/2013,,Banana,1,Snack
207652,03/10/2013,998967,Banana,1,Snack
207696,03/10/2013,,Banana,1,Snack
207748,10/10/2013,,Banana,1,Snack
207770,10/10/2013,998807,Banana,1,Snack
207813,10/10/2013,,Banana,1,Snack
207822,17/10/2013,,Banana,1,Snack
207882,17/10/2013,,Banana,1,Snack
207882,17/10/2013,,Banana,1,Snack
207904,24/10/2013,,Banana,1,Snack
207947,24/10/2013,992732,Banana,1,Snack
207958,24/10/2013,,Banana,1,Snack
207983,24/10/2013,,Banana,1,Snack
207993,31/10/2013,,Banana,1,Snack
208006,31/10/2013,,Banana,1,Snack
208006,31/10/2013,,Banana,1,Snack
208023,31/10/2013,,Banana,1,Snack
208055,07/11/2013,993162,Banana,1,Snack
208085,07/11/2013,,Banana,1,Snack
208097,07/11/2013,,Banana,1,Snack
208116,07/11/2013,,Banana,1,Snack
208130,07/11/2013,,Banana,1,Snack
208179,14/11/2013,,Banana,1,Snack
208192,14/11/2013,,Banana,1,Snack
208227,14/11/2013,,Banana,1,Snack
208238,14/11/2013,,Banana,1,Snack
208268,21/11/2013,,Banana,1,Snack
208290,21/11/2013,,Banana,1,Snack
208299,21/11/2013,,Banana,1,Snack
208300,21/11/2013,,Banana,1,Snack
208312,21/11/2013,,Banana,1,Snack
208312,21/11/2013,,Banana,1,Snack
208324,28/11/2013,,Banana,1,Snack
208325,28/11/2013,,Banana,1,Snack
208336,28/11/2013,,Banana,1,Snack
208395,28/11/2013,990508,Banana,1,Snack
208421,05/12/2013,999965,Banana,1,Snack
208434,05/12/2013,,Banana,1,Snack
208471,05/12/2013,,Banana,1,Snack
208476,12/12/2013,996357,Banana,1,Snack
208476,12/12/2013,996357,Banana,1,Snack
208508,12/12/2013,,Banana,1,Snack
208508,12/12/2013,,Banana,1,Snack
208513,12/12/2013,,Banana,1,Snack
208531,12/12/2013,991152,Banana,1,Snack
208531,12/12/2013,991152,Banana,1,Snack
208538,12/12/2013,,Banana,1,Snack
208542,12/12/2013,999403,Banana,1,Snack
208558,19/12/2013,991121,Banana,1,Snack
208561,19/12/2013,,Banana,1,Snack
208570,19/12/2013,,Banana,1,Snack
208579,19/12/2013,,Banana,1,Snack
208580,19/12/2013,,Banana,1,Snack
208596,19/12/2013,,Banana,1,Snack
208601,19/12/2013,,Banana,1,Snack
208602,19/12/2013,,Banana,1,Snack
208609,19/12/2013,998321,Banana,1,Snack
208641,19/12/2013,,Banana,1,Snack
208707,01/01/2013,,Banana,1,Snack
208717,01/01/2013,990752,Banana,1,Snack
208733,01/01/2013,,Banana,1,Snack
208744,01/01/2013,,Banana,1,Snack
208745,01/01/2013,,Banana,1,Snack
208751,01/01/2013,,Banana,1,Snack
208771,01/01/2013,,Banana,1,Snack
208783,01/01/2013,,Banana,1,Snack
208816,01/01/2013,,Banana,1,Snack
208844,08/01/2013,990394,Banana,1,Snack
208863,08/01/2013,,Banana,1,Snack
208886,08/01/2013,,Banana,1,Snack
208886,08/01/2013,,Banana,1,Snack
208898,15/01/2013,,Banana,1,Snack
208917,15/01/2013,,Banana,1,Snack
208938,15/01/2013,,Banana,1,Snack
208946,15/01/2013,,Banana,1,Snack
208950,15/01/2013,994133,Banana,1,Snack
208954,15/01/2013,,Banana,1,Snack
209041,22/01/2013,,Banana,1,Snack
209048,22/01/2013,,Banana,1,Snack
209050,22/01/2013,,Banana,1,Snack
209055,22/01/2013,,Banana,1,Snack
209075,22/01/2013,,Banana,1,Snack
209083,22/01/2013,992239,Banana,1,Snack
209115,22/01/2013,996913,Banana,1,Snack
209126,22/01/2013,,Banana,1,Snack
209154,22/01/2013,,Banana,1,Snack
209166,29/01/2013,,Banana,1,Snack
209185,29/01/2013,,Banana,1,Snack
209202,29/01/2013,,Banana,1,Snack
209204,29/01/2013,,Banana,1,Snack
209217,29/01/2013,,Banana,1,Snack
209238,29/01/2013,,Banana,1,Snack
209238,29/01/2013,,Banana,1,Snack
209254,05/02/2013,992229,Banana,1,Snack
209274,05/02/2013,992504,Banana,1,Snack
209305,05/02/2013,,Banana,1,Snack
209335,05/02/2013,,Banana,1,Snack
209340,05/02/2013,999851,Banana,1,Snack
209355,05/02/2013,,Banana,1,Snack
209408,12/02/2013,,Banana,1,Snack
209425,12/02/2013,,Banana,1,Snack
209437,12/02/2013,,Banana,1,Snack
209438,12/02/2013,,Banana,1,Snack
209446,12/02/2013,,Banana,1,Snack
209461,12/02/2013,991434,Banana,1,Snack
209474,19/02/2013,,Banana,1,Snack
209493,19/02/2013,996062,Banana,1,Snack
209500,19/02/2013,,Banana,1,Snack
209520,19/02/2013,,Banana,1,Snack
209553,26/02/2013,,Banana,1,Snack
209582,26/02/2013,,Banana,1,Snack
209590,26/02/2013,,Banana,1,Snack
209592,26/02/2013,,Banana,1,Snack
209611,26/02/2013,,Banana,1,Snack
209656,26/02/2013,,Banana,1,Snack
209666,05/03/2013,995338,Banana,1,Snack
209692,05/03/2013,,Banana,1,Snack
209730,05/03/2013,,Banana,1,Snack
209730,05/03/2013,,Banana,1,Snack
209808,12/03/2013,,Banana,1,Snack
209891,12/03/2013,,Banana,1,Snack
209893,12/03/2013,,Banana,1,Snack
209924,19/03/2013,990159,Banana,1,Snack
209945,19/03/2013,,Banana,1,Snack
209963,19/03/2013,,Banana,1,Snack
210014,26/03/2013,,Banana,1,Snack
210014,26/03/2013,,Banana,1,Snack
210021,26/03/2013,,Banana,1,Snack
210021,26/03/2013,,Banana,1,Snack
210039,26/03/2013,,Banana,1,Snack
210050,26/03/2013,,Banana,1,Snack
210074,26/03/2013,,Banana,1,Snack
210160,02/04/2013,,Banana,1,Snack
210180,02/04/2013,,Banana,1,Snack
210191,02/04/2013,,Banana,1,Snack
210246,02/04/2013,991662,Banana,1,Snack
210257,09/04/2013,,Banana,1,Snack
210290,09/04/2013,,Banana,1,Snack
210317,09/04/2013,,Banana,1,Snack
210339,16/04/2013,,Banana,1,Snack
210362,16/04/2013,,Banana,1,Snack
210374,16/04/2013,,Banana,1,Snack
210374,16/04/2013,,Banana,1,Snack
210377,16/04/2013,,Banana,1,Snack
210387,16/04/2013,,Banana,1,Snack
210387,16/04/2013,,Banana,1,Snack
210428,23/04/2013,,Banana,1,Snack
210452,23/04/2013,,Banana,1,Snack
210454,23/04/2013,997461,Banana,1,Snack
210454,23/04/2013,997461,Banana,1,Snack
210465,23/04/2013,,Banana,1,Snack
210466,23/04/2013,,Banana,1,Snack
210485,23/04/2013,,Banana,1,Snack
210495,23/04/2013,992161,Banana,1,Snack
210502,23/04/2013,,Banana,1,Snack
210508,23/04/2013,993667,Banana,1,Snack
210538,23/04/2013,,Banana,1,Snack
210578,23/04/2013,,Banana,1,Snack
210593,30/04/2013,,Banana,1,Snack
210643,07/05/2013,,Banana,1,Snack
210643,07/05/2013,,Banana,1,Snack
210662,07/05/2013,990752,Banana,1,Snack
210676,07/05/2013,992421,Banana,1,Snack
210739,07/05/2013,,Banana,1,Snack
210748,07/05/2013,,Banana,1,Snack
210844,21/05/2013,,Banana,1,Snack
210848,21/05/2013,994322,Banana,1,Snack
210864,21/05/2013,,Banana,1,Snack
210882,21/05/2013,,Banana,1,Snack
210886,21/05/2013,,Banana,1,Snack
210904,21/05/2013,,Banana,1,Snack
210956,28/05/2013,992861,Banana,1,Snack
210962,28/05/2013,,Banana,1,Snack
210970,28/05/2013,,Banana,1,Snack
211020,04/06/2013,,Banana,1,Snack
211072,04/06/2013,990764,Banana,1,Snack
211089,11/06/2013,,Banana,1,Snack
211107,11/06/2013,,Banana,1,Snack
211120,11/06/2013,,Banana,1,Snack
211123,11/06/2013,,Banana,1,Snack
211133,11/06/2013,,Banana,1,Snack
211135,11/06/2013,,Banana,1,Snack
211175,11/06/2013,,Banana,1,Snack
211188,18/06/2013,,Banana,1,Snack
211214,18/06/2013,998970,Banana,1,Snack
211226,18/06/2013,,Banana,1,Snack
211238,18/06/2013,997520,Banana,1,Snack
211245,18/06/2013,993733,Banana,1,Snack
211257,18/06/2013,,Banana,1,Snack
211260,18/06/2013,,Banana,1,Snack
211273,18/06/2013,998535,Banana,1,Snack
211319,18/06/2013,,Banana,1,Snack
211333,25/06/2013,993720,Banana,1,Snack
211349,25/06/2013,,Banana,1,Snack
211350,25/06/2013,,Banana,1,Snack
211364,25/06/2013,,Banana,1,Snack
211426,02/07/2013,,Banana,1,Snack
211441,02/07/2013,993474,Banana,1,Snack
211450,02/07/2013,,Banana,1,Snack
211478,02/07/2013,,Banana,1,Snack
211502,02/07/2013,999098,Banana,1,Snack
211511,02/07/2013,,Banana,1,Snack
211540,09/07/2013,,Banana,1,Snack
211543,09/07/2013,,Banana,1,Snack
211548,09/07/2013,,Banana,1,Snack
211579,09/07/2013,,Banana,1,Snack
211612,09/07/2013,,Banana,1,Snack
211625,09/07/2013,,Banana,1,Snack
211625,09/07/2013,,Banana,1,Snack
211629,09/07/2013,,Banana,1,Snack
211640,09/07/2013,,Banana,1,Snack
211672,09/07/2013,,Banana,1,Snack
211680,16/07/2013,990779,Banana,1,Snack
211707,16/07/2013,,Banana,1,Snack
211717,16/07/2013,,Banana,1,Snack
211718,16/07/2013,997156,Banana,1,Snack
211725,16/07/2013,,Banana,1,Snack
211791,16/07/2013,,Banana,1,Snack
211805,16/07/2013,,Banana,1,Snack
211832,23/07/2013,,Banana,1,Snack
211873,23/07/2013,,Banana,1,Snack
211887,23/07/2013,,Banana,1,Snack
211889,23/07/2013,,Banana,1,Snack
211900,23/07/2013,990208,Banana,1,Snack
211919,23/07/2013,,Banana,1,Snack
211936,23/07/2013,,Banana,1,Snack
211941,23/07/2013,,Banana,1,Snack
211946,23/07/2013,,Banana,1,Snack
211956,23/07/2013,,Banana,1,Snack
211968,30/07/2013,,Banana,1,Snack
211973,30/07/2013,,Banana,1,Snack
211974,30/07/2013,997255,Banana,1,Snack
212008,30/07/2013,991190,Banana,1,Snack
212009,30/07/2013,,Banana,1,Snack
212029,30/07/2013,,Banana,1,Snack
212029,30/07/2013,,Banana,1,Snack
212038,30/07/2013,,Banana,1,Snack
212047,30/07/2013,,Banana,1,Snack
212071,30/07/2013,991956,Banana,1,Snack
212082,30/07/2013,,Banana,1,Snack
212146,06/08/2013,,Banana,1,Snack
212158,06/08/2013,,Banana,1,Snack
212158,06/08/2013,,Banana,1,Snack
212187,13/08/2013,998829,Banana,1,Snack
212190,13/08/2013,,Banana,1,Snack
212209,13/08/2013,,Banana,1,Snack
212224,13/08/2013,,Banana,1,Snack
212258,20/08/2013,,Banana,1,Snack
212278,20/08/2013,,Banana,1,Snack
212300,20/08/2013,,Banana,1,Snack
212311,20/08/2013,,Banana,1,Snack
212317,20/08/2013,,Banana,1,Snack
212335,20/08/2013,,Banana,1,Snack
212346,20/08/2013,,Banana,1,Snack
212350,20/08/2013,997141,Banana,1,Snack
212366,20/08/2013,,Banana,1,Snack
212383,27/08/2013,,Banana,1,Snack
212406,27/08/2013,,Banana,1,Snack
212407,27/08/2013,,Banana,1,Snack
212505,03/09/2013,,Banana,1,Snack
212514,03/09/2013,,Banana,1,Snack
212514,03/09/2013,,Banana,1,Snack
212543,03/09/2013,,Banana,1,Snack
212547,03/09/2013,997196,Banana,1,Snack
212549,03/09/2013,,Banana,1,Snack
212558,03/09/2013,,Banana,1,Snack
123497,22/12/2013,,Vegetable Soup,3,Main
123497,22/12/2013,,Vegetable Soup,3,Main
123499,22/12/2013,,Vegetable Soup,3,Main
123499,22/12/2013,,Vegetable Soup,3,Main
123499,22/12/2013,,Vegetable Soup,3,Main
123500,22/12/2013,,Vegetable Soup,3,Main
123511,22/12/2013,,Vegetable Soup,3,Main
123511,22/12/2013,,Vegetable Soup,3,Main
123513,22/12/2013,,Vegetable Soup,3,Main
123519,22/12/2013,,Vegetable Soup,3,Main
123519,22/12/2013,,Vegetable Soup,3,Main
123531,22/12/2013,,Vegetable Soup,3,Main
123531,22/12/2013,,Vegetable Soup,3,Main
123535,22/12/2013,,Vegetable Soup,3,Main
123540,22/12/2013,,Vegetable Soup,3,Main
223413,22/12/2013,,Vegetable Soup,3,Main
223413,22/12/2013,,Vegetable Soup,3,Main
223429,22/12/2013,,Vegetable Soup,3,Main
223432,22/12/2013,,Vegetable Soup,3,Main
223436,22/12/2013,,Vegetable Soup,3,Main
223436,22/12/2013,,Vegetable Soup,3,Main
223437,22/12/2013,,Vegetable Soup,3,Main
223438,22/12/2013,,Vegetable Soup,3,Main
223439,22/12/2013,,Vegetable Soup,3,Main
223447,22/12/2013,,Vegetable Soup,3,Main
223460,22/12/2013,,Vegetable Soup,3,Main
223463,22/12/2013,,Vegetable Soup,3,Main
223463,22/12/2013,,Vegetable Soup,3,Main
223465,22/12/2013,,Vegetable Soup,3,Main
223465,22/12/2013,,Vegetable Soup,3,Main
223454,22/12/2013,990438,Vegetable Soup,3,Main
223454,22/12/2013,990438,Vegetable Soup,3,Main
223442,22/12/2013,993736,Vegetable Soup,3,Main
223442,22/12/2013,993736,Vegetable Soup,3,Main
223442,22/12/2013,993736,Vegetable Soup,3,Main
223451,22/12/2013,995046,Vegetable Soup,3,Main
123525,22/12/2013,995145,Vegetable Soup,3,Main
123525,22/12/2013,995145,Vegetable Soup,3,Main
123482,22/12/2013,995969,Vegetable Soup,3,Main
123482,22/12/2013,995969,Vegetable Soup,3,Main
123482,22/12/2013,995969,Vegetable Soup,3,Main
123475,22/12/2013,997909,Vegetable Soup,3,Main
123475,22/12/2013,997909,Vegetable Soup,3,Main
104463,23/12/2013,,Vegetable Soup,3,Main
104484,23/12/2013,,Vegetable Soup,3,Main
104484,23/12/2013,,Vegetable Soup,3,Main
104485,23/12/2013,,Vegetable Soup,3,Main
104485,23/12/2013,,Vegetable Soup,3,Main
104487,23/12/2013,,Vegetable Soup,3,Main
104487,23/12/2013,,Vegetable Soup,3,Main
104487,23/12/2013,,Vegetable Soup,3,Main
104490,23/12/2013,,Vegetable Soup,3,Main
104495,23/12/2013,,Vegetable Soup,3,Main
104495,23/12/2013,,Vegetable Soup,3,Main
104503,23/12/2013,,Vegetable Soup,3,Main
104506,23/12/2013,,Vegetable Soup,3,Main
204536,23/12/2013,,Vegetable Soup,3,Main
204536,23/12/2013,,Vegetable Soup,3,Main
204551,23/12/2013,,Vegetable Soup,3,Main
204551,23/12/2013,,Vegetable Soup,3,Main
204551,23/12/2013,,Vegetable Soup,3,Main
204551,23/12/2013,,Vegetable Soup,3,Main
204556,23/12/2013,,Vegetable Soup,3,Main
204562,23/12/2013,,Vegetable Soup,3,Main
204564,23/12/2013,,Vegetable Soup,3,Main
204567,23/12/2013,,Vegetable Soup,3,Main
204567,23/12/2013,,Vegetable Soup,3,Main
204569,23/12/2013,,Vegetable Soup,3,Main
204569,23/12/2013,,Vegetable Soup,3,Main
204573,23/12/2013,,Vegetable Soup,3,Main
204577,23/12/2013,,Vegetable Soup,3,Main
204582,23/12/2013,,Vegetable Soup,3,Main
204586,23/12/2013,,Vegetable Soup,3,Main
204590,23/12/2013,,Vegetable Soup,3,Main
204592,23/12/2013,,Vegetable Soup,3,Main
204594,23/12/2013,,Vegetable Soup,3,Main
104476,23/12/2013,990058,Vegetable Soup,3,Main
204558,23/12/2013,991030,Vegetable Soup,3,Main
104473,23/12/2013,992228,Vegetable Soup,3,Main
104468,23/12/2013,993972,Vegetable Soup,3,Main
104468,23/12/2013,993972,Vegetable Soup,3,Main
204583,23/12/2013,994887,Vegetable Soup,3,Main
104480,23/12/2013,995454,Vegetable Soup,3,Main
104480,23/12/2013,995454,Vegetable Soup,3,Main
204584,23/12/2013,995834,Vegetable Soup,3,Main
204584,23/12/2013,995834,Vegetable Soup,3,Main
204584,23/12/2013,995834,Vegetable Soup,3,Main
104504,23/12/2013,996751,Vegetable Soup,3,Main
104504,23/12/2013,996751,Vegetable Soup,3,Main
204581,23/12/2013,996872,Vegetable Soup,3,Main
204572,23/12/2013,998001,Vegetable Soup,3,Main
204572,23/12/2013,998001,Vegetable Soup,3,Main
204555,23/12/2013,998891,Vegetable Soup,3,Main
204555,23/12/2013,998891,Vegetable Soup,3,Main
114192,24/12/2013,,Vegetable Soup,3,Main
114192,24/12/2013,,Vegetable Soup,3,Main
114199,24/12/2013,,Vegetable Soup,3,Main
114201,24/12/2013,,Vegetable Soup,3,Main
114204,24/12/2013,,Vegetable Soup,3,Main
114206,24/12/2013,,Vegetable Soup,3,Main
114207,24/12/2013,,Vegetable Soup,3,Main
114211,24/12/2013,,Vegetable Soup,3,Main
114211,24/12/2013,,Vegetable Soup,3,Main
114236,24/12/2013,,Vegetable Soup,3,Main
114243,24/12/2013,,Vegetable Soup,3,Main
114244,24/12/2013,,Vegetable Soup,3,Main
114245,24/12/2013,,Vegetable Soup,3,Main
114252,24/12/2013,,Vegetable Soup,3,Main
114257,24/12/2013,,Vegetable Soup,3,Main
114262,24/12/2013,,Vegetable Soup,3,Main
114262,24/12/2013,,Vegetable Soup,3,Main
214176,24/12/2013,,Vegetable Soup,3,Main
214180,24/12/2013,,Vegetable Soup,3,Main
214182,24/12/2013,,Vegetable Soup,3,Main
214185,24/12/2013,,Vegetable Soup,3,Main
